respondent_id,gender,age_years,country,education_level,undergraduate_major,current_role,current_industry,years_experience_current_role,yearly_compensation_usd
252,Female,30,United States of America,Master’s degree,Mathematics or statistics,Data Scientist,Broadcasting/Communications,2,"125-150,000"
253,Female,25,United States of America,Doctoral degree,"Medical or life sciences (biology, chemistry, medicine, etc.)",Other,Shipping/Transportation,0,"80-90,000"
254,Female,25,United States of America,Master’s degree,Mathematics or statistics,Data Scientist,I am a student,1,
255,Female,35,I do not wish to disclose my location,Doctoral degree,Mathematics or statistics,Research Scientist,Academics/Education,5,
256,Female,40,Spain,Doctoral degree,"Computer science (software engineering, etc.)",Data Analyst,Energy/Mining,2,"30-40,000"
257,Female,25,United States of America,Bachelor’s degree,"Medical or life sciences (biology, chemistry, medicine, etc.)",Not employed,,,
258,Female,35,I do not wish to disclose my location,Doctoral degree,"Computer science (software engineering, etc.)",Data Scientist,Accounting/Finance,3,"90-100,000"
259,Female,30,Spain,Doctoral degree,Mathematics or statistics,Business Analyst,Accounting/Finance,2,"30-40,000"
260,Female,25,Turkey,Bachelor’s degree,"Computer science (software engineering, etc.)",Data Scientist,Manufacturing/Fabrication,2,"10-20,000"
261,Female,30,Other,Master’s degree,"A business discipline (accounting, economics, finance, etc.)",Salesperson,Non-profit/Service,5,"0-10,000"
262,Female,22,United States of America,Master’s degree,"A business discipline (accounting, economics, finance, etc.)",Student,I am a student,0,"0-10,000"
263,Female,22,Other,Master’s degree,Mathematics or statistics,Student,I am a student,3,"0-10,000"
264,Female,25,United States of America,Master’s degree,Mathematics or statistics,Student,I am a student,0,
265,Female,22,United States of America,Doctoral degree,"Medical or life sciences (biology, chemistry, medicine, etc.)",Student,Academics/Education,4,"20-30,000"
266,Female,30,United States of America,Bachelor’s degree,"A business discipline (accounting, economics, finance, etc.)",Data Scientist,Broadcasting/Communications,3,"125-150,000"
267,Female,35,United States of America,Master’s degree,Mathematics or statistics,Other,Academics/Education,5,
268,Female,30,United States of America,Master’s degree,"Computer science (software engineering, etc.)",Software Engineer,Insurance/Risk Assessment,5,
269,Female,30,United States of America,Bachelor’s degree,"Medical or life sciences (biology, chemistry, medicine, etc.)",Data Scientist,Online Service/Internet-based Services,1,"100-125,000"
270,Female,50,United States of America,Doctoral degree,Environmental science or geology,Research Scientist,Academics/Education,20,"125-150,000"
271,Female,25,United States of America,Master’s degree,Mathematics or statistics,Not employed,,,
272,Female,40,United States of America,Master’s degree,"Social sciences (anthropology, psychology, sociology, etc.)",Other,Non-profit/Service,1,
273,Female,35,United States of America,Doctoral degree,Physics or astronomy,Not employed,,,
274,Female,18,France,Master’s degree,"Computer science (software engineering, etc.)",Student,I am a student,,
275,Female,22,India,Master’s degree,Engineering (non-computer focused),Student,Manufacturing/Fabrication,1,
276,Female,30,United States of America,Master’s degree,"Medical or life sciences (biology, chemistry, medicine, etc.)",Research Assistant,Academics/Education,2,"50-60,000"
277,Female,22,Canada,Master’s degree,"Information technology, networking, or system administration",Student,I am a student,1,
278,Female,25,Canada,Bachelor’s degree,Mathematics or statistics,Research Scientist,Insurance/Risk Assessment,0,"80-90,000"
279,Female,25,United States of America,Doctoral degree,"Computer science (software engineering, etc.)",Research Assistant,I am a student,0,"10-20,000"
280,Female,25,United States of America,Master’s degree,"Medical or life sciences (biology, chemistry, medicine, etc.)",Data Scientist,Hospitality/Entertainment/Sports,3,"100-125,000"
281,Female,25,Sweden,Master’s degree,"Computer science (software engineering, etc.)",Software Engineer,Computers/Technology,5,"40-50,000"
282,Female,30,Brazil,Doctoral degree,"Computer science (software engineering, etc.)",Business Analyst,Academics/Education,3,"10-20,000"
283,Female,25,Sweden,Bachelor’s degree,Mathematics or statistics,Data Analyst,Broadcasting/Communications,0,"40-50,000"
284,Female,22,India,Bachelor’s degree,"Computer science (software engineering, etc.)",DBA/Database Engineer,Energy/Mining,0,
285,Female,22,India,Bachelor’s degree,"Computer science (software engineering, etc.)",Software Engineer,Energy/Mining,0,"10-20,000"
286,Female,25,India,Master’s degree,"Computer science (software engineering, etc.)",Data Engineer,Retail/Sales,5,"150-200,000"
287,Female,22,United States of America,Doctoral degree,Engineering (non-computer focused),Student,I am a student,1,"0-10,000"
288,Female,25,United Kingdom of Great Britain and Northern Ireland,Doctoral degree,"Social sciences (anthropology, psychology, sociology, etc.)",Data Scientist,Medical/Pharmaceutical,0,"90-100,000"
289,Female,35,United States of America,Doctoral degree,"Social sciences (anthropology, psychology, sociology, etc.)",Student,Academics/Education,5,
290,Female,18,India,Bachelor’s degree,Other,Student,I am a student,10,"0-10,000"
291,Female,25,United States of America,Master’s degree,"A business discipline (accounting, economics, finance, etc.)",Other,Computers/Technology,2,"80-90,000"
292,Female,22,Peru,Master’s degree,"Computer science (software engineering, etc.)",Data Analyst,Accounting/Finance,0,"0-10,000"
293,Female,18,United States of America,Bachelor’s degree,"Computer science (software engineering, etc.)",Student,I am a student,2,
294,Female,35,Russia,Professional degree,Mathematics or statistics,Research Scientist,Military/Security/Defense,3,"10-20,000"
295,Female,25,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Engineering (non-computer focused),Research Assistant,Computers/Technology,0,"0-10,000"
296,Female,55,South Africa,Master’s degree,Mathematics or statistics,Data Scientist,Insurance/Risk Assessment,1,"90-100,000"
297,Female,35,United States of America,Master’s degree,Other,Student,Academics/Education,0,
298,Female,25,Netherlands,Master’s degree,"Social sciences (anthropology, psychology, sociology, etc.)",Student,I am a student,4,
299,Female,18,United States of America,Bachelor’s degree,Mathematics or statistics,Student,I am a student,0,"0-10,000"
300,Female,25,Peru,Some college/university study without earning a bachelor’s degree,Engineering (non-computer focused),Student,I am a student,0,"0-10,000"
301,Female,30,United States of America,Master’s degree,"Humanities (history, literature, philosophy, etc.)",Student,I am a student,10,"40-50,000"
302,Female,25,Turkey,Bachelor’s degree,"Computer science (software engineering, etc.)",Software Engineer,I am a student,0,
303,Female,40,Italy,Professional degree,Engineering (non-computer focused),Research Scientist,Computers/Technology,10,
304,Female,22,United States of America,Bachelor’s degree,"Social sciences (anthropology, psychology, sociology, etc.)",Data Scientist,Computers/Technology,1,"70-80,000"
305,Female,35,United Kingdom of Great Britain and Northern Ireland,Master’s degree,"Medical or life sciences (biology, chemistry, medicine, etc.)",Other,Computers/Technology,0,"70-80,000"
306,Female,22,India,Master’s degree,"Computer science (software engineering, etc.)",Software Engineer,Accounting/Finance,0,"0-10,000"
307,Female,25,Kenya,Bachelor’s degree,"Computer science (software engineering, etc.)",Software Engineer,Academics/Education,1,"0-10,000"
308,Female,30,United States of America,Master’s degree,Engineering (non-computer focused),Data Scientist,Online Service/Internet-based Services,0,"100-125,000"
309,Female,30,United States of America,Doctoral degree,Other,Research Scientist,Academics/Education,1,"70-80,000"
310,Female,22,India,Master’s degree,"Computer science (software engineering, etc.)",Data Analyst,I am a student,,
311,Female,25,United States of America,Doctoral degree,"Social sciences (anthropology, psychology, sociology, etc.)",Data Scientist,Online Service/Internet-based Services,0,"100-125,000"
312,Female,22,Brazil,Bachelor’s degree,Mathematics or statistics,Student,Academics/Education,0,"0-10,000"
313,Female,25,United States of America,Doctoral degree,"A business discipline (accounting, economics, finance, etc.)",Other,Academics/Education,0,"90-100,000"
314,Female,18,India,Bachelor’s degree,"Computer science (software engineering, etc.)",Student,I am a student,20,
315,Female,40,Spain,Doctoral degree,"Information technology, networking, or system administration",Manager,Other,1,"80-90,000"
316,Female,25,United States of America,Master’s degree,"Computer science (software engineering, etc.)",Data Analyst,Insurance/Risk Assessment,2,"80-90,000"
317,Female,30,United States of America,Master’s degree,Mathematics or statistics,Data Scientist,Academics/Education,5,"50-60,000"
318,Female,25,Mexico,Bachelor’s degree,Mathematics or statistics,Data Analyst,Marketing/CRM,2,"10-20,000"
319,Female,25,Japan,Doctoral degree,Mathematics or statistics,Not employed,,,
320,Female,25,Russia,Some college/university study without earning a bachelor’s degree,Mathematics or statistics,Not employed,,,
321,Female,25,Turkey,Bachelor’s degree,"Humanities (history, literature, philosophy, etc.)",Not employed,,,
322,Female,35,France,Doctoral degree,Engineering (non-computer focused),Student,I am a student,,
323,Female,45,United States of America,Doctoral degree,"A business discipline (accounting, economics, finance, etc.)",Other,Academics/Education,10,"100-125,000"
324,Female,25,United States of America,Doctoral degree,"Humanities (history, literature, philosophy, etc.)",Student,I am a student,5,"10-20,000"
325,Female,35,United States of America,Master’s degree,"Medical or life sciences (biology, chemistry, medicine, etc.)",Statistician,Academics/Education,1,"60-70,000"
326,Female,30,United States of America,Master’s degree,Engineering (non-computer focused),Data Scientist,Government/Public Service,2,"0-10,000"
327,Female,25,United States of America,Master’s degree,"Information technology, networking, or system administration",Research Scientist,Other,0,"90-100,000"
328,Female,22,United Kingdom of Great Britain and Northern Ireland,Doctoral degree,Engineering (non-computer focused),Student,Academics/Education,0,"10-20,000"
329,Female,35,Germany,Bachelor’s degree,"Computer science (software engineering, etc.)",Software Engineer,Government/Public Service,10,"100-125,000"
330,Female,18,Indonesia,Bachelor’s degree,Mathematics or statistics,Data Analyst,I am a student,2,"0-10,000"
331,Female,22,Colombia,Master’s degree,"Computer science (software engineering, etc.)",Principal Investigator,Computers/Technology,1,"10-20,000"
332,Female,25,Italy,Master’s degree,Mathematics or statistics,Student,I am a student,,
333,Female,25,United States of America,Doctoral degree,Engineering (non-computer focused),Research Scientist,Academics/Education,2,"20-30,000"
334,Female,22,Egypt,Bachelor’s degree,"Computer science (software engineering, etc.)",Software Engineer,Online Service/Internet-based Services,0,"0-10,000"
335,Female,25,United States of America,Master’s degree,Engineering (non-computer focused),Data Scientist,Medical/Pharmaceutical,0,"70-80,000"
336,Female,25,Thailand,Bachelor’s degree,"Social sciences (anthropology, psychology, sociology, etc.)",Consultant,Broadcasting/Communications,4,"0-10,000"
337,Female,50,United States of America,Master’s degree,"Computer science (software engineering, etc.)",Software Engineer,Accounting/Finance,20,"80-90,000"
338,Female,50,United States of America,Some college/university study without earning a bachelor’s degree,"Medical or life sciences (biology, chemistry, medicine, etc.)",Data Engineer,Medical/Pharmaceutical,15,"125-150,000"
339,Female,30,India,Bachelor’s degree,Engineering (non-computer focused),Student,I am a student,0,"0-10,000"
340,Female,18,United States of America,Bachelor’s degree,Other,Student,I am a student,10,"0-10,000"
341,Female,25,United States of America,Bachelor’s degree,"Social sciences (anthropology, psychology, sociology, etc.)",Data Scientist,Online Service/Internet-based Services,1,"150-200,000"
